Year,Country,Attribute,Sector (NACE rev. 2),Unit,Value
2008,Croatia,Apparent labour productivity,Bioeconomy,1000 EUR per person,11.2709409
2008,Croatia,Apparent labour productivity,Bioethanol,1000 EUR per person,5.561092286
2008,Croatia,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,8.501872659
2008,Croatia,Apparent labour productivity,Food,1000 EUR per person,17.44028689
2008,Croatia,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,20.23240217
2008,Croatia,Apparent labour productivity,Forestry,1000 EUR per person,7.052464229
2008,Croatia,Apparent labour productivity,Leather,1000 EUR per person,10.50318196
2008,Croatia,Apparent labour productivity,Liquid biofuels,1000 EUR per person,14.15604588
2008,Croatia,Apparent labour productivity,Paper,1000 EUR per person,11.62422382
2008,Croatia,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,17.54566504
2008,Croatia,Apparent labour productivity,Tobacco,1000 EUR per person,97.55529686
2008,Croatia,Apparent labour productivity,Wood products,1000 EUR per person,9.729319504
2008,Croatia,Apparent labour productivity,Wood products and furniture,1000 EUR per person,10.49342138
2008,Croatia,Apparent labour productivity,Wooden furniture,1000 EUR per person,13.20509885
2008,Croatia,Location Quotient,Agriculture,Ratio,1.777080886
2008,Croatia,Location Quotient,Beverage,Ratio,2.174843053
2008,Croatia,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.261507575
2008,Croatia,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.747324507
2008,Croatia,Location Quotient,Bio-based electricity,Ratio,0.036740669
2008,Croatia,Location Quotient,Bio-based pharmaceuticals,Ratio,1.046530208
2008,Croatia,Location Quotient,Bio-based textile,Ratio,0.897550951
2008,Croatia,Location Quotient,Bio-based textiles,Ratio,1.675380263
2008,Croatia,Location Quotient,Bio-based wearing apparel,Ratio,2.049321565
2008,Croatia,Location Quotient,Biodiesel,Ratio,0.689323192
2008,Croatia,Location Quotient,Bioeconomy,Ratio,1.881614313
2008,Croatia,Location Quotient,Bioethanol,Ratio,1.792469872
2008,Croatia,Location Quotient,Fishing and Aquaculture,Ratio,6.153717445
2008,Croatia,Location Quotient,Food,Ratio,1.682044702
2008,Croatia,Location Quotient,"Food, beverage and tobacco",Ratio,1.735901574
2008,Croatia,Location Quotient,Forestry,Ratio,6.698649392
2008,Croatia,Location Quotient,Leather,Ratio,1.769533769
2008,Croatia,Location Quotient,Liquid biofuels,Ratio,1.101294306
2008,Croatia,Location Quotient,Paper,Ratio,1.109588431
2008,Croatia,Location Quotient,Rubber and bio-based plastics,Ratio,0.231859624
2008,Croatia,Location Quotient,Tobacco,Ratio,2.116542374
2008,Croatia,Location Quotient,Wood products,Ratio,1.944305681
2008,Croatia,Location Quotient,Wood products and furniture,Ratio,1.718813415
2008,Croatia,Location Quotient,Wooden furniture,Ratio,1.217652466
2008,Croatia,Number of persons employed,Agriculture,Number of people employed,185050
2008,Croatia,Number of persons employed,Beverage,Number of people employed,8613
2008,Croatia,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,217.1408497
2008,Croatia,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,2656.400574
2008,Croatia,Number of persons employed,Bio-based electricity,Number of people employed,4.239478686
2008,Croatia,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,2322.08676
2008,Croatia,Number of persons employed,Bio-based textile,Number of people employed,2457.596051
2008,Croatia,Number of persons employed,Bio-based textiles,Number of people employed,17052.04039
2008,Croatia,Number of persons employed,Bio-based wearing apparel,Number of people employed,10468.93097
2008,Croatia,Number of persons employed,Biodiesel,Number of people employed,55.75155139
2008,Croatia,Number of persons employed,Bioeconomy,Number of people employed,347464.5626
2008,Croatia,Number of persons employed,Bioethanol,Number of people employed,86.41006261
2008,Croatia,Number of persons employed,Fishing and Aquaculture,Number of people employed,10680
2008,Croatia,Number of persons employed,Food,Number of people employed,59116
2008,Croatia,Number of persons employed,"Food, beverage and tobacco",Number of people employed,68588
2008,Croatia,Number of persons employed,Forestry,Number of people employed,31450
2008,Croatia,Number of persons employed,Leather,Number of people employed,4125.513375
2008,Croatia,Number of persons employed,Liquid biofuels,Number of people employed,142.161614
2008,Croatia,Number of persons employed,Paper,Number of people employed,6533.819844
2008,Croatia,Number of persons employed,Rubber and bio-based plastics,Number of people employed,117.1729651
2008,Croatia,Number of persons employed,Tobacco,Number of people employed,859
2008,Croatia,Number of persons employed,Total sectors,Number of people employed,1770500
2008,Croatia,Number of persons employed,Wood products,Number of people employed,19744.30976
2008,Croatia,Number of persons employed,Wood products and furniture,Number of people employed,25307.90069
2008,Croatia,Number of persons employed,Wooden furniture,Number of people employed,5563.590924
2008,Croatia,Turnover,Agriculture,Million euros,3288.5
2008,Croatia,Turnover,Beverage,Million euros,931
2008,Croatia,Turnover,Bio-based chemicals (excluding biofuels),Million euros,39.84134217
2008,Croatia,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,364.0524769
2008,Croatia,Turnover,Bio-based electricity,Million euros,1.141876576
2008,Croatia,Turnover,Bio-based pharmaceuticals,Million euros,316.0408802
2008,Croatia,Turnover,Bio-based textile,Million euros,74.8320189
2008,Croatia,Turnover,Bio-based textiles,Million euros,467.5217341
2008,Croatia,Turnover,Bio-based wearing apparel,Million euros,228.9638833
2008,Croatia,Turnover,Biodiesel,Million euros,4.796642485
2008,Croatia,Turnover,Bioeconomy,Million euros,11660.20741
2008,Croatia,Turnover,Bioethanol,Million euros,2.536153422
2008,Croatia,Turnover,Fishing and Aquaculture,Million euros,201.5
2008,Croatia,Turnover,Food,Million euros,4554.1
2008,Croatia,Turnover,"Food, beverage and tobacco",Million euros,5699.5
2008,Croatia,Turnover,Forestry,Million euros,358.6
2008,Croatia,Turnover,Leather,Million euros,163.7258319
2008,Croatia,Turnover,Liquid biofuels,Million euros,7.332795907
2008,Croatia,Turnover,Paper,Million euros,342.758903
2008,Croatia,Turnover,Rubber and bio-based plastics,Million euros,8.170254514
2008,Croatia,Turnover,Tobacco,Million euros,214.4
2008,Croatia,Turnover,Wood products,Million euros,711.9539371
2008,Croatia,Turnover,Wood products and furniture,Million euros,929.2996233
2008,Croatia,Turnover,Wooden furniture,Million euros,217.3456862
2008,Croatia,Value added at factor cost,Agriculture,Million euros,1571.9
2008,Croatia,Value added at factor cost,Beverage,Million euros,272.9
2008,Croatia,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,7.308874426
2008,Croatia,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,136.0422949
2008,Croatia,Value added at factor cost,Bio-based electricity,Million euros,0.34488732
2008,Croatia,Value added at factor cost,Bio-based pharmaceuticals,Million euros,126.6775429
2008,Croatia,Value added at factor cost,Bio-based textile,Million euros,29.06374461
2008,Croatia,Value added at factor cost,Bio-based textiles,Million euros,164.1358717
2008,Croatia,Value added at factor cost,Bio-based wearing apparel,Million euros,91.74110948
2008,Croatia,Value added at factor cost,Biodiesel,Million euros,1.531911998
2008,Croatia,Value added at factor cost,Bioeconomy,Million euros,3916.252551
2008,Croatia,Value added at factor cost,Bioethanol,Million euros,0.480534333
2008,Croatia,Value added at factor cost,Fishing and Aquaculture,Million euros,90.8
2008,Croatia,Value added at factor cost,Food,Million euros,1031
2008,Croatia,Value added at factor cost,"Food, beverage and tobacco",Million euros,1387.7
2008,Croatia,Value added at factor cost,Forestry,Million euros,221.8
2008,Croatia,Value added at factor cost,Leather,Million euros,43.33101765
2008,Croatia,Value added at factor cost,Liquid biofuels,Million euros,2.01244633
2008,Croatia,Value added at factor cost,Paper,Million euros,75.95058429
2008,Croatia,Value added at factor cost,Rubber and bio-based plastics,Million euros,2.055877596
2008,Croatia,Value added at factor cost,Tobacco,Million euros,83.8
2008,Croatia,Value added at factor cost,Wood products,Million euros,192.0986981
2008,Croatia,Value added at factor cost,Wood products and furniture,Million euros,265.5664662
2008,Croatia,Value added at factor cost,Wooden furniture,Million euros,73.46776809
2008,Cyprus,Apparent labour productivity,Agriculture,1000 EUR per person,22.8757764
2008,Cyprus,Apparent labour productivity,Beverage,1000 EUR per person,42.09973753
2008,Cyprus,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,36.18049443
2008,Cyprus,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,48.35151126
2008,Cyprus,Apparent labour productivity,Bio-based electricity,1000 EUR per person,102.6416702
2008,Cyprus,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,50.98039216
2008,Cyprus,Apparent labour productivity,Bio-based textile,1000 EUR per person,24.50199203
2008,Cyprus,Apparent labour productivity,Bio-based textiles,1000 EUR per person,18.45124737
2008,Cyprus,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,15.57876414
2008,Cyprus,Apparent labour productivity,Biodiesel,1000 EUR per person,66.66666667
2008,Cyprus,Apparent labour productivity,Bioeconomy,1000 EUR per person,26.48816126
2008,Cyprus,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,55.09803922
2008,Cyprus,Apparent labour productivity,Food,1000 EUR per person,27.12015711
2008,Cyprus,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,29.29732204
2008,Cyprus,Apparent labour productivity,Forestry,1000 EUR per person,3.409090909
2008,Cyprus,Apparent labour productivity,Leather,1000 EUR per person,19.89247312
2008,Cyprus,Apparent labour productivity,Liquid biofuels,1000 EUR per person,66.66666667
2008,Cyprus,Apparent labour productivity,Paper,1000 EUR per person,35.31799729
2008,Cyprus,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,35.81730769
2008,Cyprus,Apparent labour productivity,Wood products,1000 EUR per person,26.6646849
2008,Cyprus,Apparent labour productivity,Wood products and furniture,1000 EUR per person,27.0141284
2008,Cyprus,Apparent labour productivity,Wooden furniture,1000 EUR per person,28.73036649
2008,Cyprus,Location Quotient,Agriculture,Ratio,0.714915227
2008,Cyprus,Location Quotient,Beverage,Ratio,2.224226544
2008,Cyprus,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.392493211
2008,Cyprus,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,0.844640563
2008,Cyprus,Location Quotient,Bio-based electricity,Ratio,0.213713957
2008,Cyprus,Location Quotient,Bio-based pharmaceuticals,Ratio,1.114989145
2008,Cyprus,Location Quotient,Bio-based textile,Ratio,0.354097316
2008,Cyprus,Location Quotient,Bio-based textiles,Ratio,0.363556396
2008,Cyprus,Location Quotient,Bio-based wearing apparel,Ratio,0.444813328
2008,Cyprus,Location Quotient,Biodiesel,Ratio,0.175339227
2008,Cyprus,Location Quotient,Bioeconomy,Ratio,0.910924585
2008,Cyprus,Location Quotient,Fishing and Aquaculture,Ratio,1.35877341
2008,Cyprus,Location Quotient,Food,Ratio,1.473800251
2008,Cyprus,Location Quotient,"Food, beverage and tobacco",Ratio,1.533878012
2008,Cyprus,Location Quotient,Forestry,Ratio,0.433341058
2008,Cyprus,Location Quotient,Leather,Ratio,0.196619029
2008,Cyprus,Location Quotient,Liquid biofuels,Ratio,0.109858636
2008,Cyprus,Location Quotient,Paper,Ratio,0.577214353
2008,Cyprus,Location Quotient,Rubber and bio-based plastics,Ratio,0.400554564
2008,Cyprus,Location Quotient,Tobacco,Ratio,0
2008,Cyprus,Location Quotient,Wood products,Ratio,1.524232556
2008,Cyprus,Location Quotient,Wood products and furniture,Ratio,1.265281329
2008,Cyprus,Location Quotient,Wooden furniture,Ratio,0.689757184
2008,Cyprus,Number of persons employed,Agriculture,Number of people employed,16100
2008,Cyprus,Number of persons employed,Beverage,Number of people employed,1905
2008,Cyprus,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,70.48210156
2008,Cyprus,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,649.3004603
2008,Cyprus,Number of persons employed,Bio-based electricity,Number of people employed,5.333198121
2008,Cyprus,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,535.0406113
2008,Cyprus,Number of persons employed,Bio-based textile,Number of people employed,209.6831146
2008,Cyprus,Number of persons employed,Bio-based textiles,Number of people employed,800.2472353
2008,Cyprus,Number of persons employed,Bio-based wearing apparel,Number of people employed,491.4274961
2008,Cyprus,Number of persons employed,Biodiesel,Number of people employed,3.066921001
2008,Cyprus,Number of persons employed,Bioeconomy,Number of people employed,36379.08478
2008,Cyprus,Number of persons employed,Fishing and Aquaculture,Number of people employed,510
2008,Cyprus,Number of persons employed,Food,Number of people employed,11202
2008,Cyprus,Number of persons employed,"Food, beverage and tobacco",Number of people employed,13107
2008,Cyprus,Number of persons employed,Forestry,Number of people employed,440
